THCIC_ID,Hospital_name,Hospital_city,COUNTY,q1,q2,q3,q4,end of list
622001,Texas NeuroRehab Center,Austin,453,135,145,175,160,end of list
649000,St Davids Rehab Center,Austin,453,324,320,325,335,end of list
700000,Cornerstone Specialty Hospitals Austin,Austin,453,69,71,87,69,end of list
739001,Texas NeuroRehab Center,Austin,453,28,14,23,25,end of list
770000,Ascension Seton Shoal Creek,Austin,453,589,462,532,511,end of list
794000,Northwest Hills Surgical Hospital,Austin,453,119,117,115,115,end of list
797500,Ascension Seton Southwest,Austin,209,83,69,105,106,end of list
797600,Ascension Seton Northwest,Austin,453,1440,1272,1715,1725,end of list
822800,Westlake Medical Center,Austin,453,193,112,208,205,end of list
829000,Heart Hospital-Austin,Austin,453,903,804,921,960,end of list
829900,North Austin Medical Center,Austin,453,7258,6303,7130,7559,end of list
852000,Dell Childrens Medical Center,Austin,453,2031,1314,1507,1533,end of list
854400,Central Texas Rehab Hospital,Austin,453,205,191,194,171,end of list
855200,Austin Lakes Hospital,Austin,453,694,667,620,685,end of list
970800,Encompass Health Rehab Hospital Austin,Austin,453,287,224,265,271,end of list
973160,Austin Oaks Hospital,Austin,453,663,575,718,674,end of list
973290,Arise Austin Medical Center,Austin,453,107,71,84,113,end of list
974620,Cross Creek Hospital,Austin,453,772,649,744,761,end of list
975169,St Davids Surgical Hospital,Austin,491,284,130,105,146,end of list
975215,Dell Seton Medical Center at The University of Texas,Austin,453,2814,2390,2385,2471,end of list
975269,Lake Travis ER,Austin,453,7,15,6,23,end of list
975789,Baylor Scott & White Medical Center Austin,Austin,453,17,69,94,104,end of list
469000,Texas Health Harris Methodist Hospital Azle,Azle,439,366,315,311,432,end of list
234000,Ballinger Memorial Hospital District,Ballinger,399,54,53,33,27,end of list
975418,Ascension Seton Bastrop,Bastrop,021,52,19,31,23,end of list
006000,Matagorda Regional Medical Center,Bay City,321,607,503,619,593,end of list
006001,Matagorda Regional Medical Center,Bay City,321,42,5,,,end of list
405000,Houston Methodist Baytown Hospital,Baytown,201,3831,3412,3906,3858,end of list
973860,Altus Baytown Hospital Baytown Medical Center,Baytown,201,53,11,4,2,end of list
389000,Baptist Hospitals of Southeast Texas,Beaumont,245,3836,3065,3546,3700,end of list
444001,CHRISTUS Southeast Texas - St Elizabeth,Beaumont,245,4004,3548,4036,3925,end of list
861900,Kate Dishman Rehab Hospital,Beaumont,245,106,95,105,111,end of list
975111,Medical Center of Southeast Texas Beaumont Campus,Beaumont,245,70,30,65,68,end of list
975149,PAM Rehabilitation Hospital of Beaumont,Beaumont,245,190,183,193,193,end of list
975255,CHRISTUS Dubuis Hospital Beaumont,Beaumont,245,81,70,72,91,end of list
975376,Mid-Jefferson Extended Care Hospital Beaumont,Beaumont,245,94,45,129,117,end of list
182000,Texas Health Harris Methodist HEB,Bedford,439,3267,2792,3203,3255,end of list
700003,Encompass Health Rehab Hospital The Mid-Cities,Bedford,439,357,276,350,300,end of list
778000,Texas Health Springwood Behavioral Health Hospital,Bedford,439,500,444,481,514,end of list
429001,CHRISTUS Spohn Hospital-Beeville,Beeville,025,468,449,496,416,end of list
974820,Memorial Hermann Orthopedic and Spine Hospital,Bellaire,201,244,169,230,307,end of list
975412,First Surgical Hospital,Bellaire,201,102,105,139,112,end of list
552000,Bellville Medical Center,Bellville,015,34,25,29,43,end of list
806002,Cedar Crest Hospital,Belton,027,715,593,705,736,end of list
343000,Reagan Memorial Hospital,Big Lake,383,4,3,5,2,end of list
000101,Big Spring State Hospital,Big Spring,329,44,37,33,30,end of list
975372,Scenic Mountain Medical Center,Big Spring,227,533,577,609,511,end of list
106001,TMC Bonham Hospital,Bonham,147,136,111,115,125,end of list
654000,Golden Plains Community Hospital,Borger,233,214,182,171,236,end of list
362000,Heart of Texas Healthcare System,Brady,307,55,30,36,43,end of list
430000,Stephens Memorial Hospital,Breckenridge,429,54,52,56,75,end of list
066000,Baylor Scott & White Hospital-Brenham,Brenham,477,388,335,433,358,end of list
078000,Brownfield Regional Medical Center,Brownfield,445,145,103,74,249,end of list
019000,Valley Regional Medical Center,Brownsville,061,2694,2153,2643,2440,end of list
314001,Valley Baptist Medical Center-Brownsville,Brownsville,061,3175,2682,1807,2032,end of list
821100,South Texas Rehab Hospital,Brownsville,061,194,136,146,136,end of list
847500,Solara Specialty Hospitals Harlingen Brownsville,Brownsville,061,104,78,104,113,end of list
058000,Brownwood Regional Medical Center,Brownwood,049,805,683,682,198,end of list
975878,Hendrick Medical Center Brownwood,Brownwood,049,,,,510,end of list
002001,St Joseph Regional Health Center,Bryan,041,3835,3065,3690,3836,end of list
717500,Physicians Centre Hospital,Bryan,041,99,111,129,134,end of list
975162,"CHI St Joseph Rehab Hospital, Encompass Health",Bryan,041,334,290,344,327,end of list
975270,Caprock Hospital,Bryan,041,2,2,12,1,end of list
975391,Baylor Scott & White Medical Center Buda,Buda,209,65,57,86,69,end of list
973920,Baylor Emergency Medical Center,Burleson,251,39,31,55,73,end of list
559000,Ascension Seton Highland Lakes,Burnet,053,169,110,127,148,end of list
679000,Burleson St Joseph Health Center-Caldwell,Caldwell,051,50,30,38,47,end of list
457000,Hemphill County Hospital,Canadian,211,23,21,39,34,end of list
156000,Dimmit Regional Hospital,Carrizo Springs,127,124,108,123,170,end of list
042000,Baylor Scott & White Medical Center Carrollton,Carrollton,121,581,,,,end of list
672000,Select Specialty Hospital-Dallas,Carrollton,121,90,103,108,101,end of list
969500,Carrollton Springs,Carrollton,121,580,527,592,593,end of list
975413,Legent Orthopedic Hospital,Carrollton,113,146,84,101,108,end of list
975813,Carrollton Regional Medical Center,Carrollton,121,,,1372,,end of list
975294,UT Health East Texas Carthage Hospital,Carthage,365,175,124,148,167,end of list
858300,Cedar Park Regional Medical Center,Cedar Park,491,1402,1418,1700,1435,end of list
026000,Childress Regional Medical Center,Childress,075,220,149,180,237,end of list
323000,Texas Health Harris Methodist Hospital Cleburne,Cleburne,251,895,771,951,919,end of list
975112,Cleveland Emergency Hospital,Cleveland,291,31,14,17,18,end of list
975222,Texas Rural Hospitals,Cleveland,291,42,34,43,42,end of list
070000,Goodall - Witcher Hospital,Clifton,035,176,101,114,144,end of list
049000,Coleman County Medical Center,Coleman,083,136,104,105,124,end of list
206100,Baylor Scott & White Hospital College Station,College Station,041,2169,2066,2298,2434,end of list
973830,Rock Prairie Behavioral Health,College Station,041,639,456,,,end of list
975403,CHI St Joseph Health - College Station Hospital,College Station,041,538,392,491,558,end of list
075000,Mitchell County Hospital,Colorado City,335,106,64,76,92,end of list
014000,Columbus Community Hospital,Columbus,089,244,231,339,260,end of list
495001,Comanche County Medical Center,Comanche,093,140,101,118,85,end of list
100087,Montgomery County Mental Health Treatment Facility,Conroe,339,99,66,54,55,end of list
508001,HCA Houston Healthcare Conroe,Conroe,339,4542,3894,4239,4414,end of list
695000,Encompass Health Rehab Hospital The Woodlands,Conroe,339,201,159,186,171,end of list
854100,Cornerstone Specialty Hospital Conroe,Conroe,339,91,102,111,104,end of list
915000,Aspire Hospital,Conroe,339,199,222,220,199,end of list
975288,Woodland Springs,Conroe,339,626,572,659,692,end of list
398000,CHRISTUS Spohn Hospital Corpus Christi,Corpus Christi,355,372,311,236,349,end of list
398001,CHRISTUS Spohn Hospital Corpus Christi-Shoreline,Corpus Christi,355,4046,3789,4027,4283,end of list
398002,CHRISTUS Spohn Hospital Corpus Christi-South,Corpus Christi,355,2221,1915,2379,2025,end of list
488000,Driscoll Childrens Hospital,Corpus Christi,355,836,582,654,643,end of list
703000,Corpus Christi Medical Center-Bay Area,Corpus Christi,355,3477,3031,3601,3340,end of list
703002,Corpus Christi Medical Center-Doctors Regional,Corpus Christi,355,2301,1747,1837,2052,end of list
703003,Corpus Christi Medical Center-Heart Hospital,Corpus Christi,355,177,528,335,351,end of list
703005,Bayview Behavioral Hospital,Corpus Christi,355,693,599,593,563,end of list
704004,Corpus Christi Medical Center-Northwest,Corpus Christi,355,,,9,7,end of list
931000,South Texas Surgical Hospital,Corpus Christi,355,195,184,265,240,end of list
973310,Corpus Christi Rehabilitation Hospital,Corpus Christi,355,214,192,211,196,end of list
974360,PAM Specialty Hospital of Corpus Christi North,Corpus Christi,355,54,54,57,73,end of list
975271,PAM Rehab Hospital of Corpus Christi,Corpus Christi,355,235,239,228,176,end of list
975303,PAM Specialty Hospital of Corpus Christi Bayfront,Corpus Christi,355,235,239,228,80,end of list
141000,Navarro Regional Hospital,Corsicana,349,672,581,741,688,end of list
467000,Crane Memorial Hospital,Crane,103,11,5,21,16,end of list
975259,Crockett Medical Center,Crockett,225,16,22,18,16,end of list
176000,Crosbyton Clinic Hospital,Crosbyton,107,2,9,,1,end of list
074000,Cuero Regional Hospital,Cuero,123,211,221,247,172,end of list
114100,Lone Star Behavioral Health Cypress,Cypress,201,73,39,117,99,end of list
975201,Memorial Hermann Cypress Hospital,Cypress,201,1604,1567,1767,1742,end of list
975321,HCA Houston Healthcare North Cypress,Cypress,201,2526,1938,2316,2565,end of list
262000,Coon Memorial Hospital & Home,Dalhart,111,159,112,114,119,end of list
008001,Baylor Scott & White Medical Center Uptown,Dallas,113,188,152,195,206,end of list
028000,Kindred Hospital-Dallas,Dallas,113,56,,,,end of list
054000,Texas Scottish Rite Hospital for Children,Dallas,113,112,78,121,159,end of list
142000,Methodist Charlton Medical Center,Dallas,113,3790,3259,3677,3862,end of list
143000,Childrens Medical Center-Dallas,Dallas,113,2794,1889,2215,2349,end of list
255000,Methodist Dallas Medical Center,Dallas,113,4053,3690,4314,4307,end of list
331000,Baylor University Medical Center,Dallas,113,9697,8108,9452,9399,end of list
340000,Medical City Dallas Hospital,Dallas,113,7883,6411,7190,7792,end of list
431000,Texas Health Presbyterian Hospital Dallas,Dallas,113,7247,6318,7296,7124,end of list
448001,UT Southwestern University Hospital-Clements University,Dallas,113,5699,4784,5475,5692,end of list
449000,Dallas Medical Center,Dallas,113,529,485,541,551,end of list
474000,Parkland Memorial Hospital,Dallas,113,11458,10116,11596,11189,end of list
642000,Baylor Scott & White Institute for Rehab,Dallas,113,357,327,331,373,end of list
653001,UT Southwestern University Hospital-Zale Lipshy,Dallas,113,1119,741,1198,1225,end of list
653002,UT Southwestern University Hospital-Zale Lipshy Psych,Dallas,113,168,114,150,157,end of list
653003,UT Southwestern University Hospital-Zale Lipshy Rehab,Dallas,113,215,181,218,213,end of list
680001,Encompass Health Rehab Hospital Dallas,Dallas,113,281,237,339,345,end of list
766000,Medical City Green Oaks Hospital,Dallas,113,1568,1454,1492,1442,end of list
784400,Baylor Scott & White Heart & Vascular Hospital Dallas,Dallas,113,544,400,547,607,end of list
813100,Texas Institute for Surgery-Texas Health Presbyterian-Dallas,Dallas,113,120,92,115,149,end of list
860600,North Central Surgical Center,Dallas,113,387,265,455,492,end of list
862000,Methodist Rehab Hospital,Dallas,113,315,275,323,285,end of list
914000,Kindred Hospital Dallas Central,Dallas,113,152,140,161,137,end of list
974270,Select Specialty Hospital Dallas (Downtown),Dallas,113,66,60,64,62,end of list
975010,Our Childrens House,Dallas,113,78,53,79,74,end of list
975129,First Baptist Medical Center,Dallas,113,60,22,36,67,end of list
975268,City Hospital at White Rock,Dallas,113,1683,1445,1290,1333,end of list
975400,KPC Promise Hospital of Dallas,Dallas,113,31,34,75,63,end of list
975407,Medical City Heart & Spine Hospitals,Dallas,113,643,580,697,762,end of list
975791,LifeCare Hospital of North Texas Dallas,Dallas,113,71,78,113,128,end of list
837800,Hickory Trail Hospital,DeSoto,113,746,656,739,688,end of list
839100,Vibra Specialty Hospital,DeSoto,113,113,116,103,122,end of list
973400,Dallas Behavioral Healthcare Hospital,DeSoto,113,996,775,841,834,end of list
254000,Wise Health System,Decatur,497,45,51,49,53,end of list
254001,Wise Health System,Decatur,497,1465,1124,1146,1462,end of list
462000,Val Verde Regional Medical Center,Del Rio,465,474,528,591,451,end of list
975377,Stat Specialty Hospital,Del Rio,465,2,,,,end of list
847000,Texoma Medical Center,Denison,181,5833,4674,5799,5456,end of list
208100,Baylor Scott & White The Heart Hospital Denton,Denton,121,192,128,164,206,end of list
336001,Medical City Denton,Denton,121,2524,1904,2443,2515,end of list
820800,Texas Health Presbyterian Hospital-Denton,Denton,121,3029,2507,2745,2791,end of list
826800,University Behavioral Health-Denton,Denton,121,733,569,642,624,end of list
831700,Mayhill Hospital,Denton,121,499,483,491,512,end of list
871500,Select Rehab Hospital-Denton,Denton,121,183,185,178,192,end of list
975163,Horizon Medical Center of Denton,Denton,121,38,40,36,39,end of list
485000,Yoakum County Hospital,Denver City,501,166,152,207,194,end of list
260000,Plains Memorial Hospital,Dimmitt,069,37,30,27,44,end of list
199000,Memorial Hospital,Dumas,341,121,136,206,176,end of list
560000,Rice Medical Center,Eagle Lake,089,28,34,44,50,end of list
547001,Fort Duncan Regional Medical Center,Eagle Pass,323,1281,1110,1347,1211,end of list
222000,Eastland Memorial Hospital,Eastland,133,135,92,105,90,end of list
202000,Concho County Hospital,Eden,095,15,11,13,14,end of list
140002,South Texas Health System Edinburg,Edinburg,215,2798,1975,1916,2038,end of list
797100,Doctors Hospital-Renaissance,Edinburg,215,5280,3945,4573,4648,end of list
797101,Womens Hospital-Renaissance,Edinburg,215,4232,4065,4482,4035,end of list
830000,Cornerstone Regional Hospital,Edinburg,215,71,74,124,73,end of list
017000,Jackson County Hospital,Edna,239,40,20,41,18,end of list
426000,El Campo Memorial Hospital,El Campo,481,196,170,266,256,end of list
000118,El Paso Psychiatric Center,El Paso,141,147,43,69,55,end of list
130000,The Hospitals of Providence Memorial Campus,El Paso,141,4523,3330,3091,2975,end of list
180000,Las Palmas Medical Center,El Paso,141,3638,2827,3369,3438,end of list
263000,University Medical Center of El Paso,El Paso,141,4192,3447,4235,4152,end of list
266000,The Hospitals of Providence Sierra Campus,El Paso,141,1899,1394,1472,1478,end of list
319000,Del Sol Medical Center,El Paso,141,4358,3186,3540,3680,end of list
701000,Premier Specialty Hospital of El Paso,El Paso,141,58,40,45,67,end of list
718002,Highlands Rehabilitation Hospital,El Paso,141,123,106,147,166,end of list
727100,Kindred Hospital El Paso,El Paso,141,126,121,138,180,end of list
801300,Legent Hospital of El Paso,El Paso,141,136,107,160,161,end of list
841300,El Paso LTAC Hospital,El Paso,141,68,44,67,86,end of list
858600,El Paso Behavioral Health System,El Paso,141,1467,1300,1526,1438,end of list
865000,The Hospitals of Providence East Campus,El Paso,141,3866,3441,2835,2913,end of list
969700,El Paso Childrens Hospital,El Paso,141,1135,680,646,535,end of list
975188,The Hospitals of Providence Transmountain Campus,El Paso,141,1690,1322,1362,1270,end of list
975338,The Hospitals of Providence Northeast Campus,El Paso,141,68,48,87,120,end of list
975374,Rio Vista Behavioral Health,El Paso,141,501,445,570,535,end of list
975398,Cobalt Rehabilitation Hospital El Paso,El Paso,141,40,39,60,73,end of list
975803,The Hospitals of Providence Spine & Pain Management Center,El Paso,141,4,1,24,14,end of list
136000,Schleicher County Medical Center,Eldorado,413,15,8,14,17,end of list
490000,Electra Memorial Hospital,Electra,485,78,52,59,93,end of list
714500,Ennis Regional Medical Center,Ennis,139,159,103,152,160,end of list
975198,Freestone Medical Center,Fairfield,161,93,55,66,97,end of list
433000,Connally Memorial Medical Center,Floresville,493,214,150,215,203,end of list
943000,Texas Health Presbyterian Hospital Flower Mound,Flower Mound,121,1655,1478,1669,1905,end of list
356000,Pecos County Memorial Hospital,Fort Stockton,371,152,109,127,163,end of list
047000,Texas Health Huguley Hospital,Fort Worth,439,3045,2573,2914,3179,end of list
235000,Texas Health Harris Methodist Hospital-Fort Worth,Fort Worth,439,9465,7662,8972,9190,end of list
332000,Cook Childrens Medical Center,Fort Worth,439,2974,1815,2267,2340,end of list
363000,Baylor Scott & White All Saints Medical Center-Fort Worth,Fort Worth,439,5637,5399,6309,6294,end of list
409000,John Peter Smith Hospital,Fort Worth,439,6896,5805,6133,6188,end of list
477000,Medical City Fort Worth,Fort Worth,439,3062,2340,2860,3066,end of list
627000,Texas Health Harris Methodist Hospital-Southwest Fort Worth,Fort Worth,439,3899,3245,3790,3634,end of list
652000,Texas Health Specialty Hospital-Fort Worth,Fort Worth,439,23,20,28,24,end of list
662000,Encompass Health Rehab Hospital City View,Fort Worth,439,326,249,267,276,end of list
800000,Kindred Hospital Tarrant County Fort Worth SW,Fort Worth,439,187,163,215,192,end of list
800700,Kindred Hospital-Fort Worth,Fort Worth,439,70,,,,end of list
804500,Baylor Scott & White Surgical Hospital-Fort Worth,Fort Worth,439,355,296,411,417,end of list
873800,Baylor Scott & White Institute for Rehab-Fort Worth,Fort Worth,439,161,114,128,136,end of list
902200,Texas Rehabilitation Hospital-Fort Worth,Fort Worth,439,307,325,344,339,end of list
972900,Texas Health Harris Methodist Hospital Alliance,Fort Worth,439,2093,1842,2040,1972,end of list
973430,Mesa Springs,Fort Worth,439,699,625,680,741,end of list
973770,Wellbridge Hospital of Fort Worth,Fort Worth,439,212,179,,,end of list
973840,Wise Health Surgical Hospital,Fort Worth,439,101,68,78,113,end of list
974490,Medical City Alliance,Fort Worth,439,1341,1244,1363,1499,end of list
975121,JPS Health Network - Trinity Springs North,Fort Worth,439,32,20,18,33,end of list
975167,Texas Health Hospital Clearfork,Fort Worth,439,304,171,241,176,end of list
975792,LifeCare Hospitals of Fort Worth,Fort Worth,439,108,111,126,124,end of list
975835,Wellbridge Hospital of Fort Worth,Fort Worth,439,,,180,171,end of list
219000,Hill Country Memorial Hospital,Fredericksburg,171,739,501,599,593,end of list
200000,Parmer Medical Center,Friona,369,31,32,29,47,end of list
100093,Baylor Scott & White Institute for Rehab Frisco,Frisco,121,214,185,237,224,end of list
787400,Baylor Scott & White Medical Center-Frisco,Frisco,121,1270,1259,1130,1225,end of list
974290,Haven Behavioral Hospital of Frisco,Frisco,121,492,491,594,644,end of list
975139,Medical City Frisco,Frisco,121,1200,1065,1320,1383,end of list
975285,Baylor Scott & White Medical Center Centennial,Frisco,085,1005,914,959,1116,end of list
975783,Texas Health Hospital Frisco,Frisco,121,168,271,652,930,end of list
298000,North Texas Medical Center,Gainesville,097,376,296,338,376,end of list
000102,UT Medical Branch Hospital,Galveston,167,6885,5918,6729,6909,end of list
247000,Shriners Hospital for Children-Galveston,Galveston,167,32,36,24,46,end of list
974990,Garland Behavioral Hospital,Garland,113,547,505,484,401,end of list
975404,Perimeter Behavioral Hospital of Dallas,Garland,113,70,174,380,516,end of list
346000,Coryell Memorial Hospital,Gatesville,099,138,76,86,103,end of list
835700,St Davids Georgetown Hospital,Georgetown,491,1520,1338,1447,1496,end of list
973730,Rock Springs,Georgetown,491,530,475,536,530,end of list
973910,Georgetown Behavioral Health Institute,Georgetown,491,859,746,801,875,end of list
059000,Glen Rose Medical Center,Glen Rose,425,60,44,54,70,end of list
103000,Memorial Hospital,Gonzales,177,188,199,172,165,end of list
094000,Graham Hospital District,Graham,503,109,74,78,137,end of list
424000,Lake Granbury Medical Center,Granbury,221,1054,888,982,990,end of list
975249,Baylor Scott & White Emergency Hospital-Grand Prairie,Grand Prairie,113,42,27,32,41,end of list
513000,Baylor Scott & White Medical Center-Grapevine,Grapevine,439,3635,3089,3427,3640,end of list
858200,Sagecrest Hospital Grapevine,Grapevine,439,2,,,,end of list
085000,Hunt Regional Medical Center Greenville,Greenville,231,1898,1516,1627,1788,end of list
754000,Glen Oaks Hospital,Greenville,231,491,534,575,536,end of list
052000,Limestone Medical Center,Groesbeck,293,59,43,66,78,end of list
527000,Lavaca Medical Center,Hallettsville,285,111,97,92,93,end of list
640000,Hamilton General Hospital,Hamilton,193,108,72,121,141,end of list
971000,Seton Medical Center Harker Heights,Harker Heights,027,1240,907,984,1051,end of list
000104,Rio Grande State Center,Harlingen,061,147,116,89,97,end of list
400000,Valley Baptist Medical Center,Harlingen,061,5174,3950,3063,3693,end of list
788002,Harlingen Medical Center,Harlingen,061,1234,1066,1127,1132,end of list
840700,Solara Specialty Hospitals Harlingen,Harlingen,061,96,113,128,126,end of list
975164,Palms Behavioral Health,Harlingen,061,676,668,665,771,end of list
572000,Haskell Memorial Hospital,Haskell,207,55,58,42,99,end of list
522000,Sabine County Hospital,Hemphill,403,35,44,48,51,end of list
975295,UT Health East Texas Henderson Hospital,Henderson,401,413,329,368,380,end of list
193000,Clay County Memorial Hospital,Henrietta,077,42,23,31,36,end of list
420000,Hereford Regional Medical Center,Hereford,117,140,164,180,221,end of list
383000,Hill Regional Hospital,Hillsboro,217,253,178,284,245,end of list
427000,Medina Regional Hospital,Hondo,325,178,138,163,139,end of list
975233,The Hospitals of Providence Horizon City Campus,Horizon City,141,47,52,67,117,end of list
000105,UT MD Anderson Cancer Center,Houston,201,6842,4857,5615,6236,end of list
000115,Harris County Psychiatric Center,Houston,201,2335,1898,1743,2010,end of list
007000,Womans Hospital-Texas,Houston,201,6184,5906,6507,6399,end of list
030000,United Memorial Medical Center,Houston,201,137,115,179,197,end of list
112100,Encompass Health Rehab Hospital Cypress,Houston,201,327,292,283,274,end of list
117000,Texas Childrens Hospital,Houston,201,3980,2880,3352,3477,end of list
117002,Texas Childrens Hospital West Campus,Houston,201,726,501,592,598,end of list
117100,Texas Childrens Hospital-Pavilion for Women,Houston,201,3248,3292,3541,3461,end of list
118000,CHI St Lukes Health Baylor College of Medicine Medical Center,Houston,201,5449,3992,5074,5367,end of list
119000,Memorial Hermann Southeast Hospital,Houston,201,3744,3348,3465,3503,end of list
124000,Houston Methodist Hospital,Houston,201,9660,8211,9619,9675,end of list
164000,TIRR Memorial Hermann,Houston,201,368,287,380,385,end of list
172000,Memorial Hermann Greater Heights Hospital,Houston,201,3731,3276,3317,3535,end of list
229000,HCA Houston Healthcare Northwest,Houston,201,4588,3966,4533,4658,end of list
302000,Memorial Hermann Memorial City Medical Center,Houston,201,6129,5036,5889,5987,end of list
337001,HCA Houston Healthcare West,Houston,201,4019,3543,3581,3606,end of list
347000,Memorial Hermann - Texas Medical Center,Houston,201,8472,7190,8080,8628,end of list
384000,Harris Health System Lyndon B Johnson Hospital,Houston,201,2787,2485,2504,2494,end of list
390000,HCA Houston Healthcare Medical Center,Houston,201,1006,831,931,1023,end of list
407000,Memorial Hermann Southwest Hospital,Houston,201,5009,4739,5130,5031,end of list
459000,Harris Health System Ben Taub Hospital,Houston,201,4602,4042,4490,4695,end of list
526000,Shriners Hospitals for Children,Houston,201,39,28,40,,end of list
674000,TOPS Surgical Specialty Hospital,Houston,201,127,121,133,136,end of list
676000,Kindred Hospital-Houston Medical Center,Houston,201,194,198,255,254,end of list
698005,Cornerstone Specialty Hospitals Bellaire,Houston,201,100,,,,end of list
706000,Kindred Hospital Houston NW,Houston,201,146,151,147,169,end of list
712500,HealthBridge Childrens Hospital-Houston,Houston,201,14,19,24,24,end of list
724700,Houston Methodist Willowbrook Hospital,Houston,201,5718,5024,5937,5784,end of list
740000,St Lukes Hospital at the Vintage,Houston,201,1351,1103,1301,1167,end of list
744001,Cypress Creek Hospital,Houston,201,1033,900,943,1007,end of list
755001,West Oaks Hospital,Houston,201,1548,1364,1448,1491,end of list
782001,Intracare North Hospital,Houston,201,523,289,360,426,end of list
792000,Texas Orthopedic Hospital,Houston,201,813,710,881,1001,end of list
792600,Kindred Hospital Spring,Houston,201,65,,,,end of list
794200,Menninger Clinic,Houston,201,156,126,174,206,end of list
800010,Houston Methodist West Hospital,Houston,201,3407,3112,3680,3624,end of list
838600,St Joseph Medical Center,Houston,201,3230,2982,3620,2833,end of list
941000,Kindred Hospital The Heights,Houston,201,23,,,,end of list
969200,Behavioral Hospital-Bellaire,Houston,201,1028,862,1040,1035,end of list
970600,Encompass Health Rehab Hospital The Vintage,Houston,201,332,279,255,267,end of list
974370,Houston Behavioral Healthcare Hospital,Houston,201,1464,1028,1229,1488,end of list
975124,Sun Behavioral Houston,Houston,201,1119,976,1053,1091,end of list
975130,AD Hospital East,Houston,201,44,136,30,41,end of list
975166,First Texas Hospital,Houston,201,72,,,,end of list
975216,Sacred Oak Medical Center,Houston,201,180,134,163,,end of list
975247,Trinity Hospital,Houston,201,1,,1,,end of list
975250,"Altus Houston Hospital, Celestial Hospital, Odyssey Hospital",Houston,201,52,40,72,75,end of list
975326,The Heights Hospital,Houston,201,1,32,5,,end of list
975365,Baylor St Lukes Medical Center McNair Campus,Houston,201,348,211,370,380,end of list
975397,Cobalt Rehabilitation Houston Heights,Houston,201,60,89,58,81,end of list
975402,United Memorial Medical Center North Hospital,Houston,201,32,8,64,22,end of list
975414,River Oaks Hospitals & Clinics,Houston,201,51,89,70,103,end of list
