thcic_id,Hospital_name,Hospital_city,County_name,County,q1,q2,q3,q4,End of List
098000,Ochiltree General Hospital,Perryton,Ochiltree,357,100,78,114,115,End of List
100087,Montgomery County Mental Health Treatment Facility,Conroe,Montgomery,339,61,53,65,50,End of List
100093,Baylor Scott & White Institute for Rehab Frisco,Frisco,Collin,085,272,271,262,280,End of List
101100,Baptist Emergency Hospital Hausman,San Antonio,Bexar,029,42,35,49,52,End of List
101400,Oceans Behavioral Hospital of the Permian Basin,Midland,Midland,329,331,418,504,487,End of List
102000,Hardeman County Memorial Hospital,Quanah,Hardeman,197,18,24,27,24,End of List
103000,Memorial Hospital-Gonzales,Gonzales,Gonzales,177,148,135,163,152,End of List
106001,TMC Bonham Hospital,Bonham,Fannin,147,136,119,125,128,End of List
106100,Oceans Behavioral Hospital of Longview,Longview,Gregg,183,116,154,140,137,End of List
112100,Encompass Health Rehab Hospital Cypress,Houston,Harris,201,281,285,272,292,End of List
113000,Memorial Hospital-Seminole,Seminole,Gaines,165,404,449,515,519,End of List
114001,Baptist Medical Center,San Antonio,Bexar,029,"3,266","3,719","3,636","3,633",End of List
114100,Lone Star Behavioral Health Cypress,Cypress,Harris,201,122,125,124,125,End of List
116000,Parkview Hospital,Wheeler,Wheeler,483,7,2,14,16,End of List
117000,Texas Childrens Hospital,Houston,Harris,201,"3,981","3,694","3,740","3,952",End of List
117002,Texas Childrens Hospital West Campus,Houston,Harris,201,931,786,727,"1,056",End of List
117100,Texas Childrens Hospital-Pavilion for Women,Houston,Harris,201,"2,782","3,029","3,294","3,539",End of List
118000,CHI St Lukes Health Baylor College of Medicine Medical Center,Houston,Harris,201,"5,182","5,548","5,605","5,485",End of List
119000,Memorial Hermann Southeast Hospital,Houston,Harris,201,"3,541","3,617","3,543","3,706",End of List
124000,Houston Methodist Hospital,Houston,Harris,201,"9,437","9,336","9,489","9,743",End of List
124100,PAM Specialty Hospital of New Braunfels,New Braunfels,Comal,091,89,81,62,61,End of List
126000,UTMB Angleton Danbury Medical Center,Angleton,Brazoria,039,664,599,634,655,End of List
127000,Mid-Jefferson Extended Care Hospital,Nederland,Jefferson,245,100,62,,,End of List
129000,CHI St Lukes Health Memorial Lufkin,Lufkin,Angelina,005,"1,136","1,563","1,640","1,677",End of List
130000,The Hospitals of Providence Memorial Campus,El Paso,El Paso,141,"3,416","3,352","3,493","3,621",End of List
134001,Northeast Baptist Hospital,San Antonio,Bexar,029,"2,083","2,277","2,409","2,305",End of List
136000,Schleicher County Medical Center,Eldorado,Schleicher,413,19,19,24,16,End of List
137000,Titus Regional Medical Center,Mount Pleasant,Titus,449,718,840,896,"1,022",End of List
139000,Culberson Hospital,Van Horn,Culberson,109,7,13,3,14,End of List
140002,South Texas Health System Edinburg,Edinburg,Hidalgo,215,"3,033","3,011","3,156","3,496",End of List
141000,Navarro Regional Hospital,Corsicana,Navarro,349,623,676,820,726,End of List
142000,Methodist Charlton Medical Center,Dallas,Dallas,113,"3,315","3,061","3,138","3,143",End of List
143000,Childrens Medical Center-Dallas,Dallas,Dallas,113,"3,173","3,120","3,035","3,867",End of List
143001,Childrens Medical Center Plano,Plano,Collin,085,981,950,864,"1,291",End of List
144000,Wadley Regional Medical Center,Texarkana,Bowie,037,"1,354","1,291","1,277","1,313",End of List
145000,University Medical Center,Lubbock,Lubbock,303,"5,803","5,886","5,867","6,048",End of List
146000,Covenant Hospital-Plainview,Plainview,Hale,189,405,361,319,378,End of List
147000,Lillian M Hudspeth Memorial Hospital,Sonora,Sutton,435,29,7,14,26,End of List
151000,North Runnels Hospital,Winters,Runnels,399,45,37,39,32,End of List
154000,Methodist Hospital,San Antonio,Bexar,029,"12,322","12,744","13,091","13,055",End of List
154001,Methodist Specialty & Transplant Hospital,San Antonio,Bexar,029,"3,099","3,247","3,279","3,312",End of List
154002,Northeast Methodist Hospital,San Antonio,Bexar,029,"3,511","3,468","3,532","3,467",End of List
154003,Methodist Texsan Hospital,San Antonio,Bexar,029,"1,692","1,744","1,810","1,829",End of List
155000,Guadalupe Regional Medical Center,Seguin,Guadalupe,187,"1,126","1,095","1,086","1,096",End of List
156000,Dimmit Regional Hospital,Carrizo Springs,Dimmit,127,157,120,115,175,End of List
158000,University Hospital,San Antonio,Bexar,029,"8,299","8,616","9,364","9,125",End of List
159000,Cochran Memorial Hospital,Morton,Cochran,079,2,3,2,1,End of List
164000,TIRR Memorial Hermann,Houston,Harris,201,411,408,435,390,End of List
168000,Shannon Medical Center,San Angelo,Tom Green,451,"4,427","4,402","4,509","4,721",End of List
172000,Memorial Hermann Greater Heights Hospital,Houston,Harris,201,"3,818","3,633","4,045","4,062",End of List
178000,Sweeny Community Hospital,Sweeny,Brazoria,039,64,57,60,73,End of List
180000,Las Palmas Medical Center,El Paso,El Paso,141,"3,905","3,921","4,217","4,062",End of List
181000,Medical Center Hospital,Odessa,Ector,135,"2,609","2,356","2,421","2,550",End of List
182000,Texas Health Harris Methodist HEB,Bedford,Tarrant,439,"3,497","3,574","3,667","3,746",End of List
187000,Permian Regional Medical Center,Andrews,Andrews,003,185,157,164,182,End of List
192000,Lynn County Hospital District,Tahoka,Lynn,305,16,10,18,15,End of List
193000,Clay County Memorial Hospital,Henrietta,Clay,077,24,31,44,27,End of List
195000,Collingsworth General Hospital,Wellington,Collingswo,087,26,22,19,32,End of List
199000,Memorial Hospital-Dumas,Dumas,Moore,341,214,204,201,195,End of List
200000,Parmer Medical Center,Friona,Parmer,369,37,42,29,24,End of List
202000,Concho County Hospital,Eden,Concho,095,12,10,10,14,End of List
205000,Kimble Hospital,Junction,Kimble,267,20,22,32,24,End of List
206100,Baylor Scott & White Hospital College Station,College Station,Brazos,041,"2,485","2,492","2,472","2,661",End of List
207001,Laredo Medical Center,Laredo,Webb,479,"3,821","3,942","4,276","4,304",End of List
208100,Baylor Scott & White The Heart Hospital Denton,Denton,Denton,121,259,261,259,258,End of List
212000,HCA Houston Healthcare Clear Lake,Webster,Harris,201,"6,566","6,623","7,194","7,221",End of List
214000,Medical City Plano,Plano,Collin,085,"6,581","6,345","6,773","6,976",End of List
216001,CHRISTUS Spohn Hospital-Kleberg,Kingsville,Kleberg,273,443,519,515,516,End of List
217000,Lamb Healthcare Center,Littlefield,Lamb,279,70,67,55,60,End of List
219000,Hill Country Memorial Hospital,Fredericksburg,Gillespie,171,543,,,,End of List
222000,Eastland Memorial Hospital,Eastland,Eastland,133,101,76,88,69,End of List
228001,Texas Vista Medical Center,San Antonio,Bexar,029,"1,856",17,,,End of List
229000,HCA Houston Healthcare Northwest,Houston,Harris,201,"4,593","4,642","4,975","4,829",End of List
230000,Oakbend Medical Center-Jackson,Richmond,Fort Bend,157,449,465,441,519,End of List
230001,Oakbend Medical Center-Southwest,Richmond,Fort Bend,157,376,401,401,411,End of List
234000,Ballinger Memorial Hospital District,Ballinger,Runnels,399,46,32,38,41,End of List
235000,Texas Health Harris Methodist Hospital-Fort Worth,Fort Worth,Tarrant,439,"10,138","10,574","10,763","10,598",End of List
240000,McCamey Hospital,Mccamey,Upton,461,12,13,8,9,End of List
246000,Medical City-McKinney,Mckinney,Collin,085,"4,832","5,147","5,489","5,243",End of List
247000,Shriners Hospitals for Children,Galveston,Galveston,167,73,49,64,61,End of List
254000,Wise Health System-FM 51,Decatur,Wise,497,62,66,58,66,End of List
254001,Wise Health System-Medical Center,Decatur,Wise,497,"1,343","1,252","1,375",834,End of List
255000,Methodist Dallas Medical Center,Dallas,Dallas,113,"3,987","3,843","4,175","4,165",End of List
256000,Texas Health Harris Methodist Hospital-Stephenville,Stephenville,Erath,143,400,445,430,435,End of List
258000,Iraan General Hospital,Iraan,Pecos,371,6,8,14,17,End of List
260000,Plains Memorial Hospital,Dimmitt,Castro,069,36,40,32,31,End of List
262000,Coon Memorial Hospital & Home,Dalhart,Hartley,205,55,70,67,49,End of List
263000,University Medical Center of El Paso-Alameda,El Paso,El Paso,141,"4,174","4,295","4,430","4,422",End of List
266000,The Hospitals of Providence Sierra Campus,El Paso,El Paso,141,"2,013","2,024","1,996","2,097",End of List
273000,Swisher Memorial Hospital,Tulia,Swisher,437,15,13,19,12,End of List
283000,Metropolitan Methodist Hospital,San Antonio,Bexar,029,"6,046","6,561","6,762","6,536",End of List
285000,Baylor Scott & White Medical Center Waxahachie,Waxahachie,Ellis,139,"2,270","2,128","2,244","2,433",End of List
286000,Christus Mother Frances Hospital Tyler,Tyler,Smith,423,"8,243","7,399","8,224","8,172",End of List
290000,Rankin County Hospital District,Rankin,Upton,461,7,,4,3,End of List
294000,Hamilton Hospital,Olney,Young,503,93,72,74,87,End of List
297000,Wilson N Jones Regional Medical Center,Sherman,Grayson,181,786,556,411,452,End of List
298000,North Texas Medical Center,Gainesville,Cooke,097,431,449,408,475,End of List
300000,Baylor Scott & White Medical Center-Irving,Irving,Dallas,113,"3,639","3,604","3,955","4,003",End of List
301000,Doctors Hospital-Laredo,Laredo,Webb,479,"2,423","2,367","2,566","2,650",End of List
302000,Memorial Hermann Memorial City Medical Center,Houston,Harris,201,"5,863","6,066","6,253","6,407",End of List
303000,Texas Health Presbyterian Hospital-Kaufman,Kaufman,Kaufman,257,244,224,223,287,End of List
307000,Covenant Hospital-Levelland,Levelland,Hockley,219,115,128,130,130,End of List
314001,Valley Baptist Medical Center-Brownsville,Brownsville,Cameron,061,"2,867","2,968","3,070","2,982",End of List
315003,Dallas Regional Medical Center,Mesquite,Dallas,113,"2,099","1,882","2,020","2,094",End of List
318000,Northwest Texas Hospital,Amarillo,Potter,375,"4,778","4,722","4,679","4,881",End of List
319000,Del Sol Medical Center,El Paso,El Paso,141,"4,107","4,119","4,498","4,413",End of List
323000,Texas Health Harris Methodist Hospital Cleburne,Cleburne,Johnson,251,879,881,823,834,End of List
331000,Baylor University Medical Center,Dallas,Dallas,113,"9,646","9,844","10,060","10,539",End of List
332000,Cook Childrens Medical Center,Fort Worth,Tarrant,439,"2,501","2,426","2,201","2,981",End of List
336001,Medical City Denton,Denton,Denton,121,"2,840","3,032","2,955","3,024",End of List
337001,HCA Houston Healthcare West,Houston,Harris,201,"2,708","2,612","2,630","2,738",End of List
339001,CHRISTUS Santa Rosa Medical Center,San Antonio,Bexar,029,"1,309","1,332","1,272","1,282",End of List
339002,CHRISTUS Santa Rosa Hospital-Westover Hills,San Antonio,Bexar,029,"3,002","3,336","3,332","3,151",End of List
340000,Medical City Dallas Hospital,Dallas,Dallas,113,"8,392","8,442","8,600","8,775",End of List
341000,Medical Arts Hospital,Lamesa,Dawson,115,49,62,51,64,End of List
343000,Reagan Memorial Hospital,Big Lake,Reagan,383,8,6,2,3,End of List
346000,Coryell Memorial Hospital,Gatesville,Coryell,099,191,162,171,172,End of List
347000,Memorial Hermann - Texas Medical Center,Houston,Harris,201,"9,041","9,312","9,805","10,032",End of List
348000,Nocona General Hospital,Nocona,Montague,337,74,59,78,82,End of List
349001,HCA Houston Healthcare Southeast,Pasadena,Harris,201,"4,190","3,876","4,123","4,011",End of List
355000,Fisher County Hospital District,Rotan,Fisher,151,17,21,19,9,End of List
356000,Pecos County Memorial Hospital,Fort Stockton,Pecos,371,119,112,122,110,End of List
357000,Otto Kaiser Memorial Hospital,Kenedy,Karnes,255,28,36,32,46,End of List
362000,Heart of Texas Healthcare System,Brady,McCulloch,307,32,44,52,43,End of List
363000,Baylor Scott & White All Saints Medical Center-Fort Worth,Fort Worth,Tarrant,439,"6,226","6,375","6,414","6,364",End of List
365000,Muenster Memorial Hospital,Muenster,Cooke,097,2,6,2,3,End of List
367000,Reeves County Hospital,Pecos,Reeves,389,38,29,14,14,End of List
368000,Refugio County Memorial Hospital District,Refugio,Refugio,391,26,38,29,13,End of List
370000,Mission Regional Medical Center,Mission,Hidalgo,215,"2,502","2,520","2,552","2,638",End of List
383000,Hill Regional Hospital,Hillsboro,Hill,217,326,308,355,295,End of List
384000,Harris Health System Lyndon B Johnson Hospital,Houston,Harris,201,"3,561","3,400","3,745","3,696",End of List
388000,Martin County Hospital District,Stanton,Martin,317,31,26,17,35,End of List
389000,Baptist Hospitals of Southeast Texas,Beaumont,Jefferson,245,"3,737","3,921","4,567","4,332",End of List
390000,HCA Houston Healthcare Medical Center,Houston,Harris,201,"1,093","1,093","1,202","1,148",End of List
392000,Nacogdoches Medical Center,Nacogdoches,Nacogdoche,347,"1,369","1,463","1,483","1,437",End of List
393000,Starr County Memorial Hospital,Rio Grande City,Starr,427,302,255,314,369,End of List
394000,Medical City Lewisville,Lewisville,Denton,121,"2,415","2,397","2,325","2,473",End of List
395000,Hansford County Hospital,Spearman,Hansford,195,31,16,14,12,End of List
397000,Adventhealth Rollins Brook,Lampasas,Lampasas,281,105,75,80,96,End of List
397001,Adventhealth Central Texas,Killeen,Bell,027,"2,008","1,578","1,809","2,043",End of List
398001,CHRISTUS Spohn Hospital Corpus Christi-Shoreline,Corpus Christi,Nueces,355,"4,156","4,122","3,901","3,839",End of List
398002,CHRISTUS Spohn Hospital Corpus Christi-South,Corpus Christi,Nueces,355,"2,077","2,186","2,386","2,268",End of List
400000,Valley Baptist Medical Center,Harlingen,Cameron,061,"4,811","4,975","5,238","5,135",End of List
405000,Houston Methodist Baytown Hospital,Baytown,Harris,201,"4,047","3,870","4,059","4,078",End of List
406000,Peterson Regional Medical Center,Kerrville,Kerr,265,"1,236","1,255","1,241","1,361",End of List
407000,Memorial Hermann Southwest Hospital,Houston,Harris,201,"5,475","5,324","5,772","5,831",End of List
409000,John Peter Smith Hospital,Fort Worth,Tarrant,439,"7,650","7,357","7,882","7,914",End of List
417000,United Regional Health Care System,Wichita Falls,Wichita,485,"4,408","4,293","4,372","4,332",End of List
420000,Hereford Regional Medical Center,Hereford,Deaf Smith,117,115,146,157,157,End of List
422000,Texas Health Arlington Memorial Hospital,Arlington,Tarrant,439,"3,600","3,545","3,614","3,549",End of List
424000,Lake Granbury Medical Center,Granbury,Hood,221,964,857,909,879,End of List
424500,Ascension Seton Smithville,Smithville,Bastrop,021,66,73,73,63,End of List
425000,Odessa Regional Medical Center,Odessa,Ector,135,"1,229","1,115","1,299","1,047",End of List
426000,El Campo Memorial Hospital,El Campo,Wharton,481,202,182,193,174,End of List
427000,Medina Regional Hospital,Hondo,Medina,325,166,122,109,105,End of List
428000,Throckmorton County Memorial Hospital,Throckmorton,Throckmort,447,10,5,1,8,End of List
429001,CHRISTUS Spohn Hospital-Beeville,Beeville,Bee,025,292,301,384,348,End of List
430000,Stephens Memorial Hospital,Breckenridge,Stephens,429,42,50,27,48,End of List
431000,Texas Health Presbyterian Hospital Dallas,Dallas,Dallas,113,"7,011","7,097","7,256","7,162",End of List
433000,Connally Memorial Medical Center,Floresville,Wilson,493,160,115,142,119,End of List
436000,CHI St Lukes Health Brazosport,Lake Jackson,Brazoria,039,886,837,904,935,End of List
437000,Medical City North Hills,North Richland Hills,Tarrant,439,"2,069","1,997","2,056","2,080",End of List
439000,Cogdell Memorial Hospital,Snyder,Scurry,415,189,163,175,163,End of List
441000,Frio Regional Hospital,Pearsall,Frio,163,127,118,135,148,End of List
442000,OmniPoint Health Hospital,Anahuac,Chambers,071,16,9,14,17,End of List
444001,CHRISTUS Southeast Texas - St Elizabeth,Beaumont,Jefferson,245,"4,381","4,269","4,234","4,266",End of List
446001,Christus Mother Frances Hospital Winnsboro,Winnsboro,Wood,499,55,32,53,50,End of List
448001,UT Southwestern University Hospital-Clements University,Dallas,Dallas,113,"7,684","8,080","8,171","8,100",End of List
448002,UT Southwestern University Hospital-Clements Psych,Dallas,Dallas,113,169,157,176,169,End of List
449000,Dallas Medical Center,Dallas,Dallas,113,597,780,892,870,End of List
452000,Midland Memorial Hospital,Midland,Midland,329,"3,219","3,121","3,222","3,567",End of List
453000,DeTar Hospital-Navarro,Victoria,Victoria,469,"1,505","1,444","1,471","1,476",End of List
453001,DeTar Hospital-North,Victoria,Victoria,469,599,573,622,581,End of List
457000,Hemphill County Hospital,Canadian,Hemphill,211,40,37,20,21,End of List
459000,Harris Health System Ben Taub Hospital,Houston,Harris,201,"5,222","5,118","5,433","5,233",End of List
462000,Val Verde Regional Medical Center,Del Rio,Val Verde,465,448,507,504,530,End of List
464002,Medical Center-Southeast Texas,Port Arthur,Jefferson,245,"1,229","1,181","1,113",919,End of List
465000,Covenant Medical Center,Lubbock,Lubbock,303,"3,499","3,536","3,740","3,930",End of List
466000,CHI St Lukes Health - Memorial Livingston,Livingston,Polk,373,369,436,394,332,End of List
467000,Crane Memorial Hospital,Crane,Crane,103,13,8,6,8,End of List
468000,Ward Memorial Hospital,Monahans,Ward,475,87,64,60,55,End of List
469000,Texas Health Harris Methodist Hospital Azle,Azle,Tarrant,439,336,304,325,365,End of List
471000,Rolling Plains Memorial Hospital,Sweetwater,Nolan,353,248,232,264,236,End of List
474000,Parkland Memorial Hospital,Dallas,Dallas,113,"11,983","11,785","12,585","12,222",End of List
477000,Medical City Fort Worth,Fort Worth,Tarrant,439,"3,112","3,451","3,416","3,515",End of List
480000,Knapp Medical Center,Weslaco,Hidalgo,215,"1,761","1,570","1,755","1,702",End of List
481000,Woodland Heights Medical Center,Lufkin,Angelina,005,"1,894","1,881","1,995","1,936",End of List
485000,Yoakum County Hospital,Denver City,Yoakum,501,150,125,134,167,End of List
487000,Memorial Medical Center,Port Lavaca,Calhoun,057,136,140,141,127,End of List
488000,Driscoll Childrens Hospital,Corpus Christi,Nueces,355,750,729,754,819,End of List
490000,Electra Memorial Hospital,Electra,Wichita,485,80,65,60,51,End of List
495001,Comanche County Medical Center,Comanche,Comanche,093,32,24,34,20,End of List
497000,Ascension Seton Medical Center,Austin,Travis,453,"6,268","6,103","6,005","6,382",End of List
500000,Hendrick Medical Center,Abilene,Taylor,441,"4,484","4,610","4,769","4,896",End of List
502000,Medical City Arlington,Arlington,Tarrant,439,"5,471","5,498","5,865","5,770",End of List
503001,St Lukes Baptist Hospital,San Antonio,Bexar,029,"3,408","3,831","3,862","3,721",End of List
505000,Parkview Regional Hospital,Mexia,Limestone,293,110,113,112,102,End of List
506001,Baylor Scott & White Medical Center Hillcrest,Waco,McLennan,309,"4,317","4,243","4,316","4,553",End of List
508001,HCA Houston Healthcare Conroe,Conroe,Montgomery,339,"3,800","3,900","3,909","4,115",End of List
513000,Baylor Scott & White Medical Center-Grapevine,Grapevine,Tarrant,439,"3,785","3,954","3,937","3,945",End of List
517000,Falls Community Hospital & Clinic,Marlin,Falls,145,1,,,,End of List
522000,Sabine County Hospital,Hemphill,Sabine,403,27,23,25,22,End of List
525000,Longview Regional Medical Center,Longview,Gregg,183,"3,179","3,371","3,240","3,221",End of List
527000,Lavaca Medical Center,Hallettsville,Lavaca,285,107,121,103,111,End of List
534001,Memorial Hermann Katy Hospital,Katy,Harris,201,"3,931","4,071","4,223","4,697",End of List
537000,Baylor Scott & White Medical Center Temple,Temple,Bell,027,"7,832","7,916","8,060","8,433",End of List
537006,Baylor Scott & White McLane Childrens Medical Center,Temple,Bell,027,714,660,711,966,End of List
546000,Seymour Hospital,Seymour,Baylor,023,72,65,98,78,End of List
547001,Fort Duncan Regional Medical Center,Eagle Pass,Maverick,323,"1,222","1,222","1,276","1,253",End of List
549000,Methodist Richardson Medical Center,Richardson,Dallas,113,394,436,394,364,End of List
549001,Bush Renner,Richardson,Collin,085,"3,501","3,591","3,669","3,715",End of List
552000,Bellville Medical Center,Bellville,Austin,015,14,14,14,21,End of List
559000,Ascension Seton Highland Lakes,Burnet,Burnet,053,140,153,156,153,End of List
560000,Rice Medical Center,Eagle Lake,Colorado,089,34,35,62,81,End of List
568000,Knox County Hospital,Knox City,Knox,275,10,17,21,15,End of List
569000,Tyler County Hospital,Woodville,Tyler,457,49,53,43,41,End of List
572000,Haskell Memorial Hospital,Haskell,Haskell,207,35,16,21,26,End of List
574001,Palacios Community Medical Center,Palacios,Matagorda,321,13,13,23,11,End of List
597000,Ascension Seton Edgar B Davis,Luling,Caldwell,055,128,143,150,160,End of List
601000,Rio Grande Regional Hospital,Mcallen,Hidalgo,215,"3,930","3,854","4,064","4,056",End of List
602000,St Davids South Austin Hospital,Austin,Travis,453,"5,680","5,853","5,991","5,912",End of List
608000,Round Rock Medical Center,Round Rock,Williamson,491,"3,239","3,285","3,422","3,431",End of List
609001,Memorial Hermann Sugar Land Hospital,Sugar Land,Fort Bend,157,"3,362","3,410","3,391","3,753",End of List
615000,Memorial Hermann The Woodlands Medical Center,The Woodlands,Montgomery,339,"6,541","6,525","6,998","7,032",End of List
616000,Encompass Health Rehab Hospital Humble,Humble,Harris,201,287,297,266,292,End of List
622001,Texas NeuroRehab Center-LTAC,Austin,Travis,453,146,154,136,129,End of List
627000,Texas Health Harris Methodist Hospital-Southwest Fort Worth,Fort Worth,Tarrant,439,"4,011","3,870","4,118","4,167",End of List
629001,Palestine Regional Medical Center,Palestine,Anderson,001,766,781,849,805,End of List
631000,Muleshoe Area Medical Center,Muleshoe,Bailey,017,8,9,7,9,End of List
634000,Childrens Hospital of San Antonio,San Antonio,Bexar,029,"1,496","1,601","1,826","2,112",End of List
636000,Encompass Health Rehab Hospital San Antonio,San Antonio,Bexar,029,388,379,351,351,End of List
640000,Hamilton General Hospital,Hamilton,Hamilton,193,108,72,81,101,End of List
642000,Baylor Scott & White Institute for Rehab,Dallas,Dallas,113,401,417,363,418,End of List
645000,Kindred Hospital-San Antonio,San Antonio,Bexar,029,111,108,110,81,End of List
647000,Baptist Emergency Hospital Thousand Oaks,San Antonio,Bexar,029,40,33,45,31,End of List
649000,St Davids Rehab Center,Austin,Travis,453,320,328,331,328,End of List
652000,Texas Health Specialty Hospital-Fort Worth,Fort Worth,Tarrant,439,16,12,18,20,End of List
653001,UT Southwestern University Hospital-Zale Lipshy,Dallas,Dallas,113,193,198,167,67,End of List
653003,UT Southwestern University Hospital-Zale Lipshy Rehab,Dallas,Dallas,113,251,247,247,256,End of List
654000,Golden Plains Community Hospital,Borger,Hutchinson,233,138,143,140,127,End of List
660000,Encompass Health Rehab Hospital Arlington,Arlington,Tarrant,439,427,399,397,429,End of List
662000,Encompass Health Rehab Hospital City View,Fort Worth,Tarrant,439,398,428,436,465,End of List
664000,Texas Health Presbyterian Hospital-Plano,Plano,Collin,085,"4,470","4,708","4,829","4,885",End of List
666000,Stonewall Memorial Hospital,Aspermont,Stonewall,433,37,23,33,42,End of List
670000,Encompass Health Rehab Hospital Plano,Plano,Collin,085,464,427,448,411,End of List
670001,Mesquite Rehabilitation Institute,Mesquite,Dallas,113,146,162,165,154,End of List
674000,TOPS Surgical Specialty Hospital,Houston,Harris,201,115,160,103,87,End of List
