"THCIC_ID","HOSP_NAME","HOSP_NAME_clean","HOSP_CITY","HOSP_COUNTY","HOSP_COUNTY_FIPS","HOSP_STATE","YEAR"
"143000","Childrens Medical Center-Dallas","CHILDRENS MEDICAL CENTER DALLAS","DALLAS","DALLAS","48113","TX","2018"
"255000","Methodist Dallas Medical Center","METHODIST DALLAS MEDICAL CENTER","DALLAS","DALLAS","48113","TX","2018"
"331000","Baylor University Medical Center","BAYLOR UNIVERSITY MEDICAL CENTER","DALLAS","DALLAS","48113","TX","2018"
"340000","Medical City Dallas Hospital","MEDICAL CITY DALLAS HOSPITAL","DALLAS","DALLAS","48113","TX","2018"
"431000","Texas Health Presbyterian Hospital Dallas","TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS","DALLAS","DALLAS","48113","TX","2018"
"448001","UT Southwestern University Hospital-Clements University","UT SOUTHWESTERN UNIVERSITY HOSPITAL CLEMENTS UNIVERSITY","DALLAS","DALLAS","48113","TX","2018"
"449000","Dallas Medical Center","DALLAS MEDICAL CENTER","DALLAS","DALLAS","48113","TX","2018"
"474000","Parkland Memorial Hospital","PARKLAND MEMORIAL HOSPITAL","DALLAS","DALLAS","48113","TX","2018"
"511000","Baylor Scott & White Medical Center White Rock","BAYLOR SCOTT WHITE MEDICAL CENTER WHITE ROCK","DALLAS","DALLAS","48113","TX","2018"
"642000","Baylor Scott & White Institute for Rehab","BAYLOR SCOTT WHITE INSTITUTE FOR REHAB","DALLAS","DALLAS","48113","TX","2018"
"653001","UT Southwestern University Hospital-Zale Lipshy","UT SOUTHWESTERN UNIVERSITY HOSPITAL ZALE LIPSHY","DALLAS","DALLAS","48113","TX","2018"
"653002","UT Southwestern University Hospital-Zale Lipshy Psych","UT SOUTHWESTERN UNIVERSITY HOSPITAL ZALE LIPSHY PSYCH","DALLAS","DALLAS","48113","TX","2018"
"653003","UT Southwestern University Hospital-Zale Lipshy Rehab","UT SOUTHWESTERN UNIVERSITY HOSPITAL ZALE LIPSHY REHAB","DALLAS","DALLAS","48113","TX","2018"
"680001","Encompass Health Rehab Hospital Dallas","ENCOMPASS HEALTH REHAB HOSPITAL DALLAS","DALLAS","DALLAS","48113","TX","2018"
"717000","LifeCare Hospital-Dallas","LIFECARE HOSPITAL DALLAS","DALLAS","DALLAS","48113","TX","2018"
"752000","Timberlawn Mental Health System","TIMBERLAWN MENTAL HEALTH SYSTEM","DALLAS","DALLAS","48113","TX","2018"
"766000","Medical City Green Oaks Hospital","MEDICAL CITY GREEN OAKS HOSPITAL","DALLAS","DALLAS","48113","TX","2018"
"784400","Baylor Scott & White Heart & Vascular Hospital Dallas","BAYLOR SCOTT WHITE HEART VASCULAR HOSPITAL DALLAS","DALLAS","DALLAS","48113","TX","2018"
"813100","Texas Institute for Surgery-Texas Health Presbyterian-Dallas","TEXAS INSTITUTE FOR SURGERY TEXAS HEALTH PRESBYTERIAN DALLAS","DALLAS","DALLAS","48113","TX","2018"
"818200","Pine Creek Medical Center","PINE CREEK MEDICAL CENTER","DALLAS","DALLAS","48113","TX","2018"
"860600","North Central Surgical Center","NORTH CENTRAL SURGICAL CENTER","DALLAS","DALLAS","48113","TX","2018"
"862000","Methodist Rehab Hospital","METHODIST REHAB HOSPITAL","DALLAS","DALLAS","48113","TX","2018"
"914000","Kindred Hospital Dallas Central","KINDRED HOSPITAL DALLAS CENTRAL","DALLAS","DALLAS","48113","TX","2018"
"973780","Promise Hospital of Dallas","PROMISE HOSPITAL OF DALLAS","DALLAS","DALLAS","48113","TX","2018"
"974270","Select Specialty Hospital Dallas (Downtown)","SELECT SPECIALTY HOSPITAL DALLAS DOWNTOWN","DALLAS","DALLAS","48113","TX","2018"
"975010","Our Childrens House","OUR CHILDRENS HOUSE","DALLAS","DALLAS","48113","TX","2018"
"975129","First Baptist Medical Center","FIRST BAPTIST MEDICAL CENTER","DALLAS","DALLAS","48113","TX","2018"
"975268","City Hospital at White Rock","CITY HOSPITAL AT WHITE ROCK","DALLAS","DALLAS","48113","TX","2018"
"837800","Hickory Trail Hospital","HICKORY TRAIL HOSPITAL","DESOTO","DALLAS","48113","TX","2018"
"839100","Vibra Specialty Hospital","VIBRA SPECIALTY HOSPITAL","DESOTO","DALLAS","48113","TX","2018"
"973400","Dallas Behavioral Healthcare Hospital","DALLAS BEHAVIORAL HEALTHCARE HOSPITAL","DESOTO","DALLAS","48113","TX","2018"
"254000","Wise Health System","WISE HEALTH SYSTEM","DECATUR","WISE","48497","TX","2018"
"254001","Wise Health System","WISE HEALTH SYSTEM","DECATUR","WISE","48497","TX","2018"
"462000","Val Verde Regional Medical Center","VAL VERDE REGIONAL MEDICAL CENTER","DEL RIO","VAL VERDE","48465","TX","2018"
"847000","Texoma Medical Center","TEXOMA MEDICAL CENTER","DENISON","GRAYSON","48181","TX","2018"
"208100","Baylor Scott & White The Heart Hospital Denton","BAYLOR SCOTT WHITE THE HEART HOSPITAL DENTON","DENTON","DENTON","48121","TX","2018"
"336001","Medical City Denton","MEDICAL CITY DENTON","DENTON","DENTON","48121","TX","2018"
"820800","Texas Health Presbyterian Hospital-Denton","TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","DENTON","DENTON","48121","TX","2018"
"826800","University Behavioral Health-Denton","UNIVERSITY BEHAVIORAL HEALTH DENTON","DENTON","DENTON","48121","TX","2018"
