"DISEASE_CAT","COUNT_TYPE","COUNTY","COUNTY_FIPS","STATE","DATE","PATIENT_COUNT"
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-10-07,2
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-10-08,2
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-10-09,2
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-10-10,1
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-10-11,1
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-10-12,1
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-12-09,1
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-12-10,1
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-12-11,2
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-12-12,4
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-12-13,5
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-12-14,5
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-12-15,4
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-12-16,3
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-12-17,3
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-12-18,3
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-12-19,3
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-12-20,2
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-12-21,1
"FLU-ILI-RSV","HOSP_CENSUS","HARRIS","48201","TX",2018-12-22,1
